,text,favourite_count,retweet_count,created_at
1257,#Sinovac veya #Biontech ne farkeder bilmiyorum ama yine diyorum yine söylüyorum bilime her daim güvenim tam ben oldum şimdi üçüncü dozu olmak için günümü bekliyorum Covid ile sürüne sürüne ölmek varken neden bir ihtimal varken onu denemeyelim ki insanlık umarım kazanacak.,5,0,2021-07-09 17:26:34
1258,@yusuffuA1905 @devletci31 @KoronaReport Sinovac da iyi biontech de iyi. İsteyen istediğini olsun.,0,0,2021-07-09 17:26:33
1259,Biontech e yöneltmek içindir . Şimdi  o tarihten bu yana sinovac aşı olanlar ne yapacak. Hiırkami bu üstünden  çıkarsınlar . https://t.co/kgMnFdwcP5,1,0,2021-07-09 17:26:27
1260,#Sinovac ve #Biontech aşısı olmayanların sonu böyle mi olacak acaba? 😎😎😀 https://t.co/Bz2cGLMg0j,1,0,2021-07-09 17:26:26
1261,Ee bir sağlıkçı olarak 2 doz  #Sinovac 1 doz Bıontech oldum şimdi canavara filan mı dönüşmeyi beklemeliyim😵‍💫,4,0,2021-07-09 17:25:46
1262,"@phineasaliena Turkovac diye Biontech yapmasınlar sonra 
https://t.co/eSa6zLWv2v",1,0,2021-07-09 17:25:45
1263,Öğrencilerimize dokunman için bir sebeb yok söyle Biontech ne kadar verdi iki mislini verelim arkanızdan bol bol küfür ettireceksiniz ama umurunuzda değil çünkü ar damarınızı çatlatmış rant ve menfaat#ÖğrencilerimizDenekDeğil,0,0,2021-07-09 17:25:44
1264,"aşıya giderken hafif baş ağrım vardı, aşıyı oldum kesildi. biontech değil ab-ı hayat mübarek 🌊",3,0,2021-07-09 17:25:11
1265,Biontech aşısının 2. dozunu az önce oldum💉 Özlem Türeci ve eşi Uğur Şahin’e sonsuz minnetle🙏,780,17,2021-07-09 17:25:09
1266,@Vivetta @TraderAT12 2.dozu olmamanız bir problem teşkil etmez demişti Abdullah Hocam. Sinovac aşısı için sormuştum. Biontech için de aynı mıdır cevap bilemiyorum.,0,0,2021-07-09 17:25:07
1267,"@drfahrettinkoca Sayın bakanım, söyler misiniz, Biontech aşısı 16-24 yaş arası kalp kası iltihabına sebep oluyormuş. Korku içinde neden aşı olayım?",4,0,2021-07-09 17:25:06
1268,"@drfahrettinkoca Aşı olunca bitiyor muydu ? Sayın bakan haberiniz yok sanırım , Pfizer ve biontech yeni varyeteye karşı yeni enjeksiyon hazırlamış diyorlar . Onlar ne ara gelecek ?",14,0,2021-07-09 17:25:00
1269,Cildime bakin cabukk #Sinovac #Biontech #15Temmuz #coronavirus #coronavirus #DeltaVariant #COVID19 https://t.co/o8DKR14PZC,0,0,2021-07-09 17:24:55
1270,@OnceSorgula @drfahrettinkoca ABD 350 milyon doz uyguladı Mrna aşılarını FDA Ema DSÖ onayı var bu konuşma eskide kaldı bu iddianın bilimsel bir temeli yok Biontech aşısı daha çok bilimsel veriye sahip,36,0,2021-07-09 17:24:44
1271,@drfahrettinkoca Koşun aşıya koşun koşun biontech 1. Doz yetmez 2. DoZ oda yetmez 3. Doz yeni varyant çıktı 5 doz hatırlatma 6. Doz.. (bizim bağışıklık ne iş yapıyo) boşver onu 7. Doz devammmm,0,0,2021-07-09 17:24:29
1272,"2 Sinovac + 1 Biontech.. Hâlâ, benzer biçimde aşılı arkadaşlarımlabile  arabaya binerken maske takıyorum. Terapiste mi gitmeliyim ?",1,0,2021-07-09 17:24:21
1273,"""ABD'de yapılan arastirmada biontech'in daha cok 30 yaş altı bireylerde kalp kasi iltihabı? ihtimalini oluşturduğu "" haberini 1 hafta okudum.Sonra #Sinovac a karar verdim .TR'de de benzer örnekleri sayfaya düşmüş.%95 veya mutantlara etkililik işi boş.MRNA teknolojisi daha yeni",0,0,2021-07-09 17:23:16
1274,Bugün Biontech aşısı oldum. İnşallah benim olduğum aşıyı Sayın Özlem Türeci hazırlamıştır. Çünkü kadınların elleri bu işlerde daha maharetli oluyor.,2,0,2021-07-09 17:22:00
1275,@antihistamink Hocam otuz ve 23 yaş aralığında ilk doz aşı olmuş kişilerin ikinci doz arası ne kadar olmalı Eylül e kadar bekleyin diyolar size danışmak istedim( biontech),0,0,2021-07-09 17:21:48
1276,@razordantej @drfahrettinkoca Yok kurşuna dizsinler . Abartmayın ya olmak isteyen olur olmak istemeyene yapcak bisey yok. Ben 2 doz biontech aşımı oldum içim rahat.,0,0,2021-07-09 17:21:08
1277,"@nasuhmahruki Ben londralıyım aşı için 373 sterlin ödedim 
Biontech 555 sterlindi gücümüz yetmedi gittim böbreğimi sattım ailecek aşı olduk 
Yemek zaten yok Londra’da 
Çocuklar baba baba diye bağırıyor
Her taraf açlıktan kırılıyoru memleketin reisin kıymetini bilin bedava yaşatıyor sizi",0,0,2021-07-09 17:20:55
1278,"Sadece  #Sinovac değil #biontech ve diğer kovid sıvıları da deneyseldir. #mRNA teknolojisi üstelik daha bir deneyseldir! 

Yarın firmalar ""pardon"" diyebilir.

Tarih, yıllarca üzerinde çalışılan aşı-ilaçların sonradan iptal edildiği örneklerle dolu!

#pandemi #covid #covid19",7,2,2021-07-09 17:20:49
1279,Biontech 2.doz işine bak kardeşim... https://t.co/udhLBJG0dK,0,0,2021-07-09 17:20:47
1280,"Dün 2. aşılarını olduğumuz Biontech’in Baş Tıbbi Yöneticisi Özlem Türeci ve eşine saygılarımı sunuyor, şu röportajlarını tavsiye ediyorum:
https://t.co/QTixgvghuq",21,1,2021-07-09 17:20:30
1281,"#Biontech YAN ETKİLİLİK ORANI %95
#Sinovac YAN ETKİLİLİK ORANI %83,5
#Corona YAN ETKİLİLİK ORANI %5
O HALDE AŞI OLMAMAK DAHA BİLİMSEL! 😂
#ÖğrencilerimizDenekDeğil
@aDilipak @secondvirus @Maranki @HologramEsma @Tolgaozcelikk90 @drumitaktas @asielverissizi @aliosmanonder34",4,3,2021-07-09 17:20:23
1282,@ouk34376386 @layicakyol14 @CemilCan5834 @drfahrettinkoca 2 doz biontech olanlara 3. Doz yok kardeşim. Sinovac olanlar a 3. doz var.,0,0,2021-07-09 17:20:20
1283,"2 doz sinovac , 1 doz biontech aşıdan sonra #kilicdaroglu 😁 https://t.co/i03d9uxbJs",1,0,2021-07-09 17:20:19
1284,#Sinovac aşınızın da biontech aşınızın da canı cehenneme. Milleti iyice paranoyak ettiler.,2,0,2021-07-09 17:19:59
1285,"Bir yakınımız boyun fıtığı ameliyatına giriyor, 2 defa kalbi duruyor, şimdi durum kritik yoğun bakımda, 2 doz biontech olmuştu. Aşıdan kaynaklandığını düşünüyorlar...",0,0,2021-07-09 17:19:49
1286,Aşı değil ne idüğü belirsiz sıvı sadece Biontech aşırı zengin oldu ve türevleri.Kimseye şimdiye dek bir faydası olmadı#AzerbayCANımızaDokunma,0,0,2021-07-09 17:19:44
1287,"@DeryaTR_ Covid sonrası 1 doz Biontech, sadece kol ağrısı yaptı. Yukarıya uzanıp bir şeyler alamadım 3-4 gün. Şükür başka da bir şey olmadı. 😊",0,0,2021-07-09 17:19:42
1288,"@DemetAkalin Bulgaristan nüfusu yaklaşık 6milyon ve çoğu çifte vatandaş. 
Türk-Bulgar çifte vatandaş olanlar bile aylar öncesinde gidip orada biontech aşısı oldular. Biz de aşılamaya gereken önemi önceden verebilseydik keşke.",1,0,2021-07-09 17:19:23
1289,2.doz biontech in yan etkilerinde koku kaybı var mı ? 1. dozda hiç böyle bişey olmadı @drfahrettinkoca,0,0,2021-07-09 17:19:15
1290,Ne sinovac ne biontech ben bir tech sana vuruldum,0,0,2021-07-09 17:19:13
1291,"Koyun gibi gidip aşı olmayana bilim düşmanı, cahil diyorsunuz komplocu diyorsunuz. Sorguluyoruz, araştırıyoruz, birilerinin verdiği komutla avarel gibi aşı olmuyoruz.
Japonya da 450 aile doktoru aşılamanın durdurulması için başvuruda bulunmuş. #biontech https://t.co/eeoIM6GYDA",1,0,2021-07-09 17:18:03
1292,@faikoztrak Vallahi billahi hiç bir inandırıcı tarafın yok partiden tipten gorunusten konuşmandan herşeyden kaybediyorsun #pinokyogiller #Biontech,0,0,2021-07-09 17:17:56
1293,@DeryaTR_ Peki covid geçirip 2. Doz biontech olanları nasıl yan etkiler bekliyor? Çok ağır mı? Korkmam lazım mı bu durumdan?@DeryaTR_ @hakanakelma @DrGunerSonmez,0,0,2021-07-09 17:17:28
1294,@drcetiner Hani aşı olmakta özgürdük? Ellerinden gelse ögürlüğe Biontech aşısı yapacaklar.,1,0,2021-07-09 17:16:20
1295,"Emine Hanım'ın Eşi
Cb Sn Erdoğan; 

Biontech Kurucu Ortaklarından Gururlandığımız Bilim İnsanları Dr Özlem Türeci 
ve Dr Uğur Şahin'in Ülkemize Geleceklerinin Müjdesini Verdi.🙈😇😁

#UğurŞahin
#ÖzlemTüreci
#Biontech 
#Sinovac
#COVID19
#coronavirus",2,1,2021-07-09 17:15:21
1296,@MachineAvocado @SirKadirBilal1 @Berfince3 @gazetesozcu çin aşısı biontech ten daha iyi yanetki az kendi gözlemlerime göre,0,0,2021-07-09 17:14:54
1297,@ouk34376386 @layicakyol14 @CemilCan5834 @drfahrettinkoca Sinovac olanlar 3. Dozda biontech olabiliyor.,0,0,2021-07-09 17:14:50
1298,"İl dışına çıkmak için aşı olmak zorundayız, hastaneye gitek için ya da bankada işlem gerçekleştirmek için vb. #Sinovac isteriz #Biontech yaparlar. Aşı olduktan yarım saat sonra kolumda ağrı oluştu geçmek bilmiyor. Ya lanet gelsin istemiyordum olmayı zorla aşı mı yaptırılır.",3,0,2021-07-09 17:14:50
1299,"Ali Babacan,  BioNTech'in kurucu ortağı Özlem Türeci için ‘Uğur Bey'in eşi’ diyen Cumhurbaşkanı Erdoğan için “Emine Hanım'n eşi konuştu” ifadesini kullandı. https://t.co/2KJfhOsAM8",0,0,2021-07-09 17:14:42
1300,"@_TuBaNr_ Benim de oğlum Biontech oldu yan etkiler çok hafif sayılır, 2.doz daha ağır olabilir diye iki doz aralığını açacağız biz.",1,0,2021-07-09 17:14:30
1301,@karamamma35 Biontech Aşısı,0,0,2021-07-09 17:14:16
1302,@layicakyol14 @CemilCan5834 @drfahrettinkoca Olm Biontech olanlar 3. yü oluyor,0,0,2021-07-09 17:14:00
1303,"Biontech bana tek attı resmen, alman kurşunu yesem daha az ağrıtırdı",35,0,2021-07-09 17:13:41
1304,@BerkayUonline Ben ve birçok kişi aşımızı olduk. Biontech. Size de açılmış olması lazım sanırım?,0,0,2021-07-09 17:13:24
1305,"@AlpayAzap @klimik_dernegi Merhaba, annem dün Biontech 2. Dozunu oldu bugün düşük tansiyonla beraber kalp ritmi 110-120’lerdeydi. Daha önce kalple ilgili hiçbir sorunu yoktu. Doktora gittik ve ecopirin verdi. Kalp çarpıntısı yapması ve nabzı yükseltmesi normal midir?",0,0,2021-07-09 17:12:41
1306,"@ubbernova Şirketler Sinovac'a nasıl bakıyor? ""2 doz Sinovac oldum"" diyene ""git Biontech vurdur"" diyorlar mı?",1,0,2021-07-09 17:12:38
1307,Yani diyo ki alman immünolog diyo  bilim insanı diyo akademisyen diyo biontech biyoteknoloji firmasının kurucularından diyo ve diyo basş tıbbi sorumlusu diyo Özlem Türeci diyo https://t.co/OQbI00v7ah,2,0,2021-07-09 17:12:22
1308,Biontech’in kurucu ortağı Dr. Özlem Türeci diyelim biz ona https://t.co/VIsxmOzPmW,1,0,2021-07-09 17:12:11
1309,@metod01 @SirKadirBilal1 @Berfince3 @gazetesozcu Dünya sağlık örgütünde mi çalışıyorsun? Aşılar koronayı durdurmasa bile hastane yatışları önlüyor. Çin aşısını bilemeyeceğim ama biontech daha güvenilir geliyor güvenilir olmasa gelişmiş ülkeler neden halkını aşılasın,0,0,2021-07-09 17:11:58
1310,@who98408150 Bu pek doğru bilgi değil hocam. The Lancet bugğn %83 etkinlik açıkladı. BioNTech İsrail’de 63 !,1,0,2021-07-09 17:11:57
1311,"@serapsimsekyvz Merhaba, annem dün Biontech 2. Dozunu oldu bugün düşük tansiyonla beraber kalp ritmi 110-120’lerdeydi. Daha önce kalple ilgili hiçbir sorunu yoktu. Doktora gittik ve ecopirin verdi. Kalp çarpıntısı yapması ve nabzı yükseltmesi normal midir?",0,0,2021-07-09 17:11:55
1312,"Bugünü kendime tatil ilan ettim sadece okuyacağım dedim. Eşim biontech olduğundan beri bir enerji geldi, bahçe işlerine koşuyor. Hiç işim olmaz, ben hamak keyfindeyim, yavru köpekleri ve Cesur’u izlemek, belgesel keyfi 😉",15,0,2021-07-09 17:11:54
1313,"Uğur beyin eşi değil, Dr. Özlem Türeci! Kadınlara bakış açıları işte bu!

Onaylı ilk Covid-19 aşısını geliştiren #BioNTech firmasının kurucuları, Time dergisine kapak olan, Almanya’da #LiyakatNişanı alan Türk bilim insanları Dr. #ÖzlemTüreci ve Prof. #UğurŞahin demek çok mu zor?! https://t.co/7wfdlUWxqb",3,0,2021-07-09 17:11:25
1314,"@drdaisyy Merhaba, annem dün Biontech 2. Dozunu oldu bugün düşük tansiyonla beraber kalp ritmi 110-120’lerdeydi. Daha önce kalple ilgili hiçbir sorunu yoktu. Doktora gittik ve ecopirin verdi. Kalp çarpıntısı yapması ve nabzı yükseltmesi normal midir?",0,0,2021-07-09 17:11:09
1315,@BorsacYapay Cok garip. BioNTech resmi sitesinden.,0,0,2021-07-09 17:10:36
1316,"üretilen bütün biontech leri biz alacağız galiba
bu iş zoru lu aşıya gidiyor
hem tr biontech alacaksa turkovac mıdır nedir neden üretiyor https://t.co/A5HzrNWViJ",1,0,2021-07-09 17:09:51
1317,"@deryada1203 @Orhanayyildiz4 @drtugbanaz 73 yaş kanser geçmişi var daha bir çok hastalığı,ilaç allerjisi olan ablam 2 sinovac +biontec ,62 ben allerjik rinit 2 doz biontech 2.5 ay geçti , 33 oğlum 25 kızım ikinci dozları bu pazar bir sıkıntı yok bu arada 3 yiğenim eşleri de biontech",2,0,2021-07-09 17:09:34
1318,"#BioNTech şirketinin kurucu ortağı, bilim insanı #DrÖzlemTüreci diyeceksiniz.",0,0,2021-07-09 17:09:23
1319,"3. doz aşıya ABD ve Avrupa'dan itiraz: Bu aşamada gerek yok 

https://t.co/Km2PaT5epB https://t.co/kUJMx6R2LB",2,0,2021-07-09 17:09:17
1320,2 gün önce 3. doz biontech oldum ertesi gün vücudumda alerji gelişti. Alerjik bir vücudum var o yüzden şaşırmıyorum ama alerjiyi ciltte görerek en hafif şekilde atlatıyorum,0,0,2021-07-09 17:09:14
1321,"@kardiyobey Merhaba, annem dün Biontech 2. Dozunu oldu bugün düşük tansiyonla beraber kalp ritmi 110-120’lerdeydi. Daha önce kalple ilgili hiçbir sorunu yoktu. Doktora gittik ve ecopirin verdi. Kalp çarpıntısı yapması ve nabzı yükseltmesi normal midir?",0,0,2021-07-09 17:08:49
1322,"@metod01 @Berfince3 @gazetesozcu EMA ,FDA gelişmiş tüm ülkeleri kapsıyor zaten , Avrupa ve Amerika'nın onay verdiği bir aşıdan bahsediyoruz , Türkiye'nin acil kullanım verdiği sinovac şeffaf olmayan faz aşamaları geçirdi. Biontech de böyle bir durum yok ekstra bir onaya gerek duyulmuyor olabilir",1,0,2021-07-09 17:08:42
1323,"@ozyens @jahreindota Pfizer sana bu aşıyı ne zaman satardı,yada satarmiydi
Biontech aşının ortağı ve pfizer ile anlaşmasında aşı ile ilgili özel maddeler olduğu söyleniyor.
Ülkemize öncelik vermek gibi ..",1,0,2021-07-09 17:07:58
1324,"DEVA Partisi Genel Başkanı Ali Babacan,  BioNTech'in kurucu ortağı Dr. Özlem Türeci için ‘Uğur Bey'in eşi’ diyen Cumhurbaşkanı Erdoğan için “Emine Hanım'n eşi konuştu” ifadesini kullandı. https://t.co/Awb1IYcU9L",780,32,2021-07-09 17:07:57
1325,"@_agustoperez Güzel yakaladınız hocam. 
Bugün Lancet'te Sinovac etkinlik raporu yayınlandı. 
Tamamen Türk bilim insanlarının hazırladığı bir rapor. 
Kimi Biontech hayranlarının çekememesi gayet doğal geliyor bana.",8,0,2021-07-09 17:07:36
1326,21. yüzyılda bir insan nasıl aşı karşıtı olabilir anasını satayım ya! Bu nasıl bir kafa yapısı. Aşı karşıtı olan düz dünyacılarla aynı kafadakilerdir. #Sinovac #biontech,3,0,2021-07-09 17:06:54
1327,"@hmzaydg Sayın Valim, eşimin biontech 2. doz aşı sırası geldi. Ama sağlık kuruluşlarına gidemiyoruz. Ayak bileğinde bağ kopması oldu. Aşımızın evde yapılması mümkün mü?",0,0,2021-07-09 17:06:01
1328,Biontech beni ne Alman ne robot yaptı keşke sinovac vurulsaydım belki anime boy olurdum,9,0,2021-07-09 17:05:51
1329,biontech aşısı gibi hissediyorum kendimi Gelen geçen beni istiyorlar. lan 🕺,5,0,2021-07-09 17:05:30
1330,"Biontech @$ı sonrası beyin hasarı...

https://t.co/agVnSWg7h2",0,0,2021-07-09 17:05:22
1331,@callmetakao sinovac varyantlar a etkisiz diyen biziz sanki:)) sinovac ın üstünü çizip biontech yaptınız hep,0,0,2021-07-09 17:05:11
1332,"İsmi #ÖzlemTüreci , kendisi eş olmanın yanı sıra bir bilim insanı ( inanmazsınız, kadınları ""eş"" olmanın haricinde tanımlayan farklı rolleri var toplum içinde ) ve Dr. Uğur Şahin ile birlikte BionTech aşısını buldu. https://t.co/YzJ8h7LX7B",1,0,2021-07-09 17:04:08
1333,"Avrupada 
BioNTech Pfizer 31 avro
Moderna              31 avro
Sinovac                23 avro
Gamaleia             17 avro
JohsonJonhson   8 avro
Astrazeneca          6 avro
Size ne çakıyor bunlar..
😉 https://t.co/7bfBxJaRip",0,0,2021-07-09 17:04:07
1334,@wanderluster34 Bu da... https://t.co/ExxbAadXqr,0,0,2021-07-09 17:03:45
1335,"@DeryaTR_ Merhaba, annem dün Biontech 2. Dozunu oldu bugün düşük tansiyonla beraber kalp ritmi 110-120’lerdeydi. Daha önce kalple ilgili hiçbir sorunu yoktu. Doktora gittik ve ecopirin verdi. Kalp çarpıntısı yapması ve nabzı yükseltmesi normal midir? @DeryaTR_",0,0,2021-07-09 17:02:47
1336,@wanderluster34 Yorum değil kelam. Çıkarmaya tabii gerek yok çünkü söz çok net.  İki bilim insanı geliyorsa ikisinin de adı telaffuz edilir. Eşi denmez...  Dünya basınından bana ne. Zaten böyle genellemeler de genelde boş çıkar. Mesela... https://t.co/gqolVl5cyr,14,1,2021-07-09 17:02:29
1337,@SirKadirBilal1 @Berfince3 @gazetesozcu kardeşim onaylı mı:)) amerika fda acil kullanım onayı var sadece türkiye de bir tek sinovac ın acil kullanım onayı var biontech in hiç bir onayı yok,8,0,2021-07-09 17:02:03
1338,@serkan_savl Biontech mi oldun kardeşim?,1,0,2021-07-09 17:01:31
1339,"@Osmanunsal58 Naçizane fikrim, biontech kadar ölümcül etkisinin olmaması!",15,1,2021-07-09 17:01:17
1340,"@aocal84 Beni acsinlar, biontech'e randevu alacagim 3. de. 👍",0,0,2021-07-09 17:00:50
1341,"@uwumeltos Bilmem. 2 defa BioNTech için randevu aldım, iş yüzünden gidemedim. Bu sefer de onu seçtim. Özel bir sebebi yok",0,0,2021-07-09 16:59:08
1342,Ne sinovac ne biontech ben bir tech sana vuruldum.,3,0,2021-07-09 16:58:51
1343,@EurasiaNewsTurk @iek79417779 @doge0123 Evet asıl tehlike biontech. Sinovac etkisiz bir aşı yurtdışına çıkış bileti gibi.,0,0,2021-07-09 16:58:49
1344,"@jahreindota Tabi ki öyle, bunlara kalsak biz Afrika ülkeleri ile beraber aşı bekliyorduk. Biontech aşısını bulan 2 Büyük Türk Bilim insanına önce insanlık adına; sonra da vatanlarına öncelik tanıyarak bu imkandan yararlanmamızı sağladıkları için ne kadar teşekkür etsek az 👏👏",11,0,2021-07-09 16:58:23
1345,@BirGun_Gazetesi Saçmalık.ozaman aşı olup kalp krizi gerip olenlerede 1 milyon tazminat ödesin biontech,0,0,2021-07-09 16:58:07
1346,"Biontech ikinci doz 38. saatten bildiriyorum. Hafif şiddetli ekrem ağrısı ve baş dönmesi, orta şiddetli halsizlik, uyuklama hali. Şiffaaa olsun, yarasiiin, demek ki aşı çalışıyor diyemiyorum artık. Yarına geçer umarım 🤭",1,0,2021-07-09 16:57:52
1347,"İt ite buyurur it de kuyruğuna.

İt: küreselciler
İte: küreselcilerin türkiye hizmetkarları
Buyurur: biontech
İt de: türkiyedeki hizmetkarlar
Kuyruğuna: azerbaycana türkovac

 #AzerbayCANımızaDokunma",2,1,2021-07-09 16:57:03
1348,"@Osmanunsal58 Budur 👇
Biontech daha beter olacak https://t.co/UdAyqdHfN7",12,2,2021-07-09 16:56:57
1349,"@Wegnae Hekimler ısrarla Biontech olunması gerektiğini söylüyor. Zaten üçüncü dozun açılış nedeni de Sinovac'ın daha etkisiz bir aşı olması ama dediğiniz gibi, fazla zorlamak da olmuyor. Zor işler.",1,0,2021-07-09 16:56:34
1350,"Kendileri aşı olmadılar !!!!!!
#mRNA 
#vaccines 
#Biontech 
#aşı
Özlem Türeci
Uğur Şahin https://t.co/o4hiadAqRU",1,0,2021-07-09 16:55:57
1351,Almanya iki defa dünya savaşında yenildi. Onunla üçüncü bir savaşa girdik (Biontech),1,0,2021-07-09 16:55:47
1352,Hemşireye Biontech yerine yanlışlıkla Bitcoin aşısı olacam dedim. İçim dışım borsa olmuş #Bitcoin,4,0,2021-07-09 16:55:35
1353,"Biontech 2. dozunu dün olmuş bir kişide aşı olan kol, olmayan kol, iki omuz arası ve boyun bölgesinde ciddi anlamda elektromanyetik çekim kuvveti oluştu. Öyle bir çekim kuvveti ki normalde mıknatısın çekmediği parayı bile çekti 🤔 Gözümle gördüğüm için bu konu kapanmıştır.",3,0,2021-07-09 16:55:21
1354,"Pfizer/Biontech 3. Doz için Amerika İlaç dairesine başvurmuş. 

Sebep; Delta varyanta karşı çaresiz kalmaları imiş. 

6 ayda aşı!!! bulan bilim Delta varyanta karşı çaresizmiş. 

Dediğimiz gibi durmaz bunlar.. 😏",70,16,2021-07-09 16:55:05
1355,"🙄 😳 😀 👍 
""Merkez Bankası"" #Sinovac #Biontech #hevesbırakmadınız  ""Özlem Türeci"" ""Çevik Bir"" ""Forma"" ""Diyarbakır"" https://t.co/PLd8kvpeY3",0,0,2021-07-09 16:55:02
1356,@selametibahri @alifuatduatepe Beybaba üçüncü dozunuzu ne yönde takdir ettiniz? Sinovac? Biontech?,1,0,2021-07-09 16:54:34
1357,"Ama ""Sinovac olun, dünyanın en iyi aşısı"" deselerdi o zaman kesinlikle Biontech randevusu isteyecekti. Artık deltanın insafına kaldık. Yapacak bir şey yok.",5,0,2021-07-09 16:54:17
1358,@Osmanunsal58 Basit. Sinovac ın öldürücülüğü bıontech kadar değil...,53,3,2021-07-09 16:53:59
1359,"Yahu Hergün farklı bir söylenti, farklı algı kuruluyor. Ülke okadar boktan bir hale geldiki, bugün söylenen yarın inkar ediliyor..kime neye nasıl güvenecez. Endişeli olmamak elde deil. Alayınızda çöpsünüz..  #Sinovac #Biontech",0,0,2021-07-09 16:52:41
1360,"@bbcturkce Türkiye’de insanlar bu rejimden kurtulmaya çalışırken, @BioNTech_Group olarak propogandaya alet olmanız hiç hoş değil",0,0,2021-07-09 16:52:38
1361,@Doga2003 Hocam ben 2doz sinovac aşısı vuruldum üstünden 1ay geçti.Şimdi tek doz biontech vurulmak için erken mi ?,1,0,2021-07-09 16:52:25
1362,@KuppeliM Siz sanıyormusunz yazmışsınız ya sanmıyorum biliyorum biontech aşılarının yıllar önce kanser tedavisi için üretildiğini bilmeyen yoktr heralde covid için uyarlamak deneysel çalışmalar sürdürmek kolaylarına geldi hepsi bu neyse daha fazla laf kalabalığı istemıyrm sayfamda iyi gnlr,0,0,2021-07-09 16:51:39
1363,@utternov Ben de alerjigim iki doz sinovac oldum. Ama biontechin ikinci dozu birden daha cok yan etki gosteriyormis bi doz da biontech olacagim gibi duruyor. Garanti olsun.,0,0,2021-07-09 16:51:17
1364,@BKuskuoglu @tugba_turan @okanbayulgen Yüz elli milyon kez yayınlandı ama ANLAMAYANLAR için takip ettiginizi düşündüğüm muhalif gazetenin 2020 yılı 12. Ayının haberini yolluyorum. Neden bu tarih derseniz çünkü faz 3 çalışmasının bittiği tarih Aralık 2020. https://t.co/OlRvS47QjG,0,0,2021-07-09 16:51:08
1365,"2. Doz Biontech aşımı dün oldum. Yorgunluk, acayip bir halsizlik, kol ve baş ağrısı yaptı bende.İlk dozun kol ağrısı haricinde bir etkisini görmemiştim.Şifa olsun da gerisi önemli değil.Bilim insanlarına ve bilimsel bilgiye güvenimiz tam🙏🏼Umarım tez zamanda kurtuluruz bu illetten",17,0,2021-07-09 16:50:52
1366,@spacleus @kaan_levin @timbooth75 ABD de bircok kisi tek doz J&amp;J asisi oldu..bazi dr lar bunlardan risk grubunda olanlarin 1 doz da BionTech olmasindan yanalar fakat CDC daha bu tavsiyeyi de yapmiyor... bu onay daha yakin bir zamanda cikabilir...,2,0,2021-07-09 16:50:49
1367,ne sinovac ne biontech ben bir tech sana vuruldum,2,0,2021-07-09 16:50:49
1368,"@Berfince3 @gazetesozcu Aşı herkeste aynı etkileri göstermiyor maalesef . Biontech aşısı güvenilir ,65 ülke laboratuvarı onaylı. Attığınız bu video insanları aşı karşıtlığına itiyor , aşının olmadığı durumda salgın bitmez .",19,0,2021-07-09 16:50:16
1369,Lokman ver oğlum müziği #biontech #sinovac,0,0,2021-07-09 16:49:47
1370,@svlocall ben de hiç yan etkisi olmadı biontech 2 doz yaptırdım ama ateşin 4 gün sürdüğünü hiç duymadim,1,0,2021-07-09 16:49:15
1371,"@virusfantom Bnde biontech 1, dozunu oldum hergun kendimi korona gibi hissetmek ten yoruldum taktım kafaya günlerdir yatıyorum koronayim diye 😫 şimdi bnm korona olma ihtimalim yüzde kaç 😢😢",0,0,2021-07-09 16:49:04
1372,"#Sinovac
#Biontech 
#COVID19 
#Sinovac
#Biontech 
#COVID19 
Aşı 💉 öncesi o onam formunu nasıl da şuursuzca imzalıyorsunuz ? 😏 https://t.co/GPKZEXXhbG",2,0,2021-07-09 16:48:22
1373,"#Sinovac mı #Biontech  mi?
Millet seçiminin sonucundan bi haber vurduruyor orası kesin🙄
@saglikbakanligi
@drfahrettinkoca
Size güveni tam olan annem ve babamda aşı oldu,hemde 3 doz.
Allah(cc) pişman etmesin🤲 https://t.co/EbLALA4Ff6",4,3,2021-07-09 16:47:56
1374,Aşı olmayanlara kısıtlama gelsin! #biontech #sinovac,0,0,2021-07-09 16:47:47
1375,@OkanErba7 @DeryaTR_ Nisanda babam aşı oldu biontech. Şuan karantinadayız ben tek doz aşiliyım bana geçti. Annemde sadece tat kaybı oldu. Annem 2dız biontech. Yanı bulaş oluyor tabi bizim kapalı ortamda beraber yaşamaktan kaynaklı belkş kısa süreli görüşmelerde olmaz,1,0,2021-07-09 16:47:40
1376,@Osmanunsal58 Söz verilen biontech kota sayısını  doldurmak için elleham.,26,0,2021-07-09 16:47:36
1377,@orhan_sener_ Babam geçen sene Koroner By-pass oldu; senesi olmadan iki doz biontech oldu ve herhangi bir yan etki olmadı. Yan etkisi ağır geçirenler muhtemelen geçirmiş olanlar deniyor. Vücut virüsü tanıdığından tepki veriyor olabilirmiş.,2,0,2021-07-09 16:46:59
1378,@tadk_ Biontech içindir. Sinovac aşısı olurum ama biotech olmam diyen çok. Birçok tadığım sinovac randevusu almaya çalışıyor.,0,0,2021-07-09 16:46:22
1379,"@aysenuryazici @gazetesozcu @TavusKuu4 Biontech belki yapmaz ama Doğu Türkistan'da Türkleri yok eden Çin kesin bizi kobay olarak kullanır.
Benim hiç şüphem yok.",8,1,2021-07-09 16:46:06
1380,İki doz BioNTech aşısının etkinlik oranı açıklandı https://t.co/ja8oSynjIp,0,0,2021-07-09 16:45:54
